List of Differential Expressed Genes,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
BLOC1S4.3,0.008217422,0.283035078,0.218,0.18,1,Unknown,BLOC1S4
PTGS1.3,0.008257568,0.102934858,0.145,0.11,1,Unknown,PTGS1
PURA.3,0.008263525,0.163537532,0.242,0.201,1,Unknown,PURA
MIR222HG.1,0.008270208,0.427712347,0.102,0.075,1,Unknown,MIR222HG
EBP.3,0.00828947,0.322349847,0.347,0.31,1,Unknown,EBP
EIF4G2.2,0.008295663,0.107021176,0.836,0.801,1,Unknown,EIF4G2
DNAJC15.2,0.008307637,-0.258349813,0.592,0.62,1,Unknown,DNAJC15
RUBCN.2,0.008369084,0.376385121,0.123,0.094,1,Unknown,RUBCN
NDUFA5.3,0.008383154,0.135709156,0.527,0.483,1,Unknown,NDUFA5
CYSLTR1.3,0.008394664,-0.428441628,0.199,0.244,1,Unknown,CYSLTR1
MMP19.3,0.008431142,-0.483695827,0.292,0.337,1,Unknown,MMP19
SNRNP25.3,0.008435732,-0.325344066,0.335,0.381,1,Unknown,SNRNP25
GBF1,0.008462256,0.401430587,0.114,0.086,1,Unknown,GBF1
CSDE1.3,0.008468178,0.067756015,0.761,0.738,1,Unknown,CSDE1
MYL6B.3,0.008474445,0.257898942,0.119,0.09,1,Unknown,MYL6B
FRMD4B.2,0.008478238,0.268807391,0.301,0.263,1,Unknown,FRMD4B
FASTK.3,0.008501264,0.345767515,0.28,0.243,1,Unknown,FASTK
SSH1.2,0.008511926,0.318430365,0.155,0.122,1,Unknown,SSH1
PGM1.3,0.008517467,-0.284159141,0.209,0.256,1,Unknown,PGM1
SEPN1.3,0.008522254,-0.348916081,0.272,0.317,1,Unknown,SEPN1
ATF6B.3,0.008539121,0.498292708,0.3,0.268,1,Unknown,ATF6B
ATF4.3,0.0085617,0.069735285,0.729,0.679,1,Unknown,ATF4
UFD1L.3,0.008613873,0.161713885,0.513,0.471,1,Unknown,UFD1L
SULT1A1.3,0.008635434,-0.40394191,0.239,0.282,1,Unknown,SULT1A1
TSEN15.1,0.008640941,0.310393423,0.148,0.115,1,Unknown,TSEN15
IREB2.3,0.008641178,0.271668438,0.251,0.213,1,Unknown,IREB2
SLC2A6.3,0.008683276,-0.429771296,0.16,0.201,1,Unknown,SLC2A6
KYNU.3,0.0086988,-0.268194432,0.463,0.501,1,Unknown,KYNU
LATS1,0.008732556,0.477904836,0.119,0.089,1,Unknown,LATS1
OAS1.3,0.008781434,-0.346991284,0.324,0.367,1,Unknown,OAS1
PRPSAP2.3,0.00879093,0.364571599,0.132,0.102,1,Unknown,PRPSAP2
SAMM50.3,0.008805046,-0.312771046,0.248,0.292,1,Unknown,SAMM50
CC2D2A.3,0.008827854,-0.631389596,0.072,0.103,1,Unknown,CC2D2A
ZFYVE21.3,0.00890446,-0.224140042,0.201,0.246,1,Unknown,ZFYVE21
ASRGL1.3,0.008925469,-0.455367244,0.155,0.196,1,Unknown,ASRGL1
WASF2.3,0.008927548,0.102105525,0.682,0.642,1,Unknown,WASF2
PRSS21.3,0.008954918,-0.528105826,0.1,0.135,1,Unknown,PRSS21
COA3.3,0.00896389,-0.218941542,0.466,0.513,1,Unknown,COA3
STAB1.3,0.008995826,-0.164113222,0.166,0.127,1,Unknown,STAB1
XRCC5.2,0.009043642,0.159176728,0.548,0.511,1,Unknown,XRCC5
FAM213A.3,0.009102397,-0.415662903,0.245,0.284,1,Unknown,FAM213A
RFC2.3,0.00910298,-0.252886581,0.174,0.217,1,Unknown,RFC2
PRKD3,0.009117029,0.255229724,0.116,0.086,1,Unknown,PRKD3
ECH1.3,0.009132313,-0.233859213,0.6,0.628,1,Unknown,ECH1
TRMT10C.3,0.009177974,0.324758782,0.259,0.22,1,Unknown,TRMT10C
SCOC.3,0.00919626,-0.296804289,0.282,0.335,1,Unknown,SCOC
PPWD1,0.009206851,0.478318178,0.11,0.081,1,Unknown,PPWD1
TSG101.3,0.009218167,-0.31759576,0.364,0.404,1,Unknown,TSG101
EIF2B4.2,0.009218338,0.500051653,0.139,0.109,1,Unknown,EIF2B4
TMEM8A,0.009237579,0.26679969,0.196,0.161,1,Unknown,TMEM8A
NEU1.2,0.009278986,0.15924162,0.498,0.455,1,Unknown,NEU1
LINC00667.3,0.009310919,0.316880833,0.221,0.183,1,Unknown,LINC00667
PI4KB.3,0.009322722,0.091479793,0.228,0.187,1,Unknown,PI4KB
EMG1.3,0.009337349,-0.415424288,0.239,0.282,1,Unknown,EMG1
EMC2.3,0.009339653,-0.485009602,0.174,0.212,1,Unknown,EMC2
SURF4.2,0.009397253,0.327528022,0.387,0.357,1,Unknown,SURF4
C14orf166.2,0.009419022,0.098527076,0.721,0.683,1,Unknown,C14orf166
ARL16.3,0.009441318,0.238225135,0.224,0.188,1,Unknown,ARL16
CDK5RAP1.3,0.009444943,0.615209319,0.139,0.109,1,Unknown,CDK5RAP1
SFSWAP.3,0.009481541,0.419768192,0.198,0.164,1,Unknown,SFSWAP
DENND4C.3,0.009509297,-0.227571507,0.248,0.298,1,Unknown,DENND4C
SEC14L1.3,0.009519662,0.232795617,0.335,0.289,1,Unknown,SEC14L1
TP53BP2.2,0.009550887,0.424715892,0.119,0.09,1,Unknown,TP53BP2
NRDE2.3,0.009590664,0.472313716,0.14,0.109,1,Unknown,NRDE2
ARL11.3,0.009608193,-0.355697642,0.196,0.243,1,Unknown,ARL11
DCAF13.3,0.009622219,0.407328695,0.189,0.154,1,Unknown,DCAF13
TCEAL3.3,0.009691013,-0.394685323,0.288,0.329,1,Unknown,TCEAL3
CATSPER1.3,0.009705641,-0.286088241,0.17,0.213,1,Unknown,CATSPER1
EDEM1.3,0.009755089,0.26981244,0.222,0.187,1,Unknown,EDEM1
BST2.3,0.009761261,-0.24046196,0.72,0.73,1,Unknown,BST2
C19orf70.3,0.009792822,-0.198310522,0.676,0.703,1,Unknown,C19orf70
USP15.2,0.009809788,0.200806221,0.417,0.375,1,Unknown,USP15
ERICH1.3,0.009813635,0.253857059,0.393,0.347,1,Unknown,ERICH1
TCEAL1.3,0.009815946,-0.2475754,0.187,0.234,1,Unknown,TCEAL1
UBE2H.3,0.009816877,0.32205973,0.228,0.191,1,Unknown,UBE2H
ZNF91.3,0.009817535,0.631988835,0.126,0.098,1,Unknown,ZNF91
RQCD1.2,0.009822552,0.414315907,0.178,0.144,1,Unknown,RQCD1
RNASEH2B.3,0.009855011,0.098575125,0.446,0.396,1,Unknown,RNASEH2B
FLVCR2.3,0.009871423,-0.285154502,0.288,0.334,1,Unknown,FLVCR2
ETFDH.3,0.009899827,0.542783325,0.148,0.117,1,Unknown,ETFDH
BIN3.3,0.009908528,0.301657038,0.154,0.121,1,Unknown,BIN3
SBF2,0.00996673,0.303049531,0.224,0.186,1,Unknown,SBF2
CD58.3,0.009967409,-0.262516607,0.44,0.477,1,Unknown,CD58
KIAA0101.1,0,6.963529218,0.864,0.025,0,Proli_TRM,KIAA0101
TK1,0,6.115021204,0.807,0.039,0,Proli_TRM,TK1
TYMS,0,7.427614447,0.708,0.012,0,Proli_TRM,TYMS
BIRC5,0,7.165964844,0.625,0.009,0,Proli_TRM,BIRC5
UBE2C,0,7.528119236,0.625,0.012,0,Proli_TRM,UBE2C
ZWINT,0,4.522139478,0.659,0.055,0,Proli_TRM,ZWINT
SMC4.4,0,3.317758271,0.743,0.158,0,Proli_TRM,SMC4
CDK1,0,5.64852809,0.604,0.023,0,Proli_TRM,CDK1
CENPM,0,6.273023204,0.594,0.013,0,Proli_TRM,CENPM
CENPW.4,0,2.891182036,0.77,0.195,0,Proli_TRM,CENPW
MKI67,0,7.74270998,0.581,0.006,0,Proli_TRM,MKI67
TMEM106C.2,0,3.723713654,0.679,0.112,0,Proli_TRM,TMEM106C
NUSAP1,0,5.485874388,0.606,0.041,0,Proli_TRM,NUSAP1
RAD51AP1.2,0,3.91276311,0.603,0.061,0,Proli_TRM,RAD51AP1
CDKN3,0,6.037976123,0.56,0.019,0,Proli_TRM,CDKN3
TOP2A,0,7.605041422,0.545,0.006,0,Proli_TRM,TOP2A
CENPK,0,4.810679126,0.565,0.026,0,Proli_TRM,CENPK
PTTG1.4,0,4.68494587,0.636,0.104,0,Proli_TRM,PTTG1
PHF19.2,0,4.101791318,0.573,0.042,0,Proli_TRM,PHF19
CDT1,0,5.771095601,0.537,0.011,0,Proli_TRM,CDT1
SKA2.4,0,2.766721428,0.67,0.148,0,Proli_TRM,SKA2
SMC2.2,0,2.908807099,0.654,0.133,0,Proli_TRM,SMC2
CARHSP1.4,0,2.57186618,0.752,0.232,0,Proli_TRM,CARHSP1
MAD2L1,0,5.027858806,0.541,0.024,0,Proli_TRM,MAD2L1
DTYMK.2,0,2.839618178,0.71,0.194,0,Proli_TRM,DTYMK
CENPF,0,6.201342322,0.532,0.019,0,Proli_TRM,CENPF
CKS1B.4,0,2.775516036,0.902,0.395,0,Proli_TRM,CKS1B
RRM2,0,8.737210353,0.511,0.004,0,Proli_TRM,RRM2
HIST1H4C.3,0,4.403863215,0.71,0.205,0,Proli_TRM,HIST1H4C
TMPO.3,0,2.895875269,0.636,0.132,0,Proli_TRM,TMPO
HMGB2.4,0,3.435151599,0.882,0.386,0,Proli_TRM,HMGB2
CLSPN,0,5.701194516,0.506,0.014,0,Proli_TRM,CLSPN
CENPN.2,0,3.356888656,0.565,0.074,0,Proli_TRM,CENPN
HMGB3.1,0,3.532262915,0.578,0.091,0,Proli_TRM,HMGB3
TCF19,0,5.244784931,0.504,0.018,0,Proli_TRM,TCF19
GGH.2,0,3.670729619,0.555,0.074,0,Proli_TRM,GGH
MCM7.1,0,3.884287676,0.535,0.06,0,Proli_TRM,MCM7
CENPU,0,4.539362132,0.504,0.029,0,Proli_TRM,CENPU
DHFR.4,0,2.978104562,0.6,0.126,0,Proli_TRM,DHFR
PRC1,0,6.293898393,0.484,0.01,0,Proli_TRM,PRC1
TPX2,0,6.70141304,0.474,0.007,0,Proli_TRM,TPX2
DNAJC9.3,0,2.853849417,0.584,0.12,0,Proli_TRM,DNAJC9
H2AFX.4,0,2.832488403,0.589,0.132,0,Proli_TRM,H2AFX
ASF1B,0,5.561653508,0.461,0.013,0,Proli_TRM,ASF1B
GTSE1,0,8.3107479,0.432,0.002,0,Proli_TRM,GTSE1
CCDC34,0,3.8441232,0.474,0.046,0,Proli_TRM,CCDC34
AURKB,0,7.747484293,0.424,0.004,0,Proli_TRM,AURKB
CENPH.2,0,2.899776222,0.492,0.075,0,Proli_TRM,CENPH
CCNB2,0,5.52807616,0.435,0.019,0,Proli_TRM,CCNB2
SGOL1,0,5.948099966,0.422,0.006,0,Proli_TRM,SGOL1
KIF20B.1,0,3.42911317,0.465,0.05,0,Proli_TRM,KIF20B
HMMR,0,7.154763864,0.418,0.005,0,Proli_TRM,HMMR
WDR34,0,3.523967041,0.464,0.052,0,Proli_TRM,WDR34
RRM1.2,0,2.864037497,0.499,0.09,0,Proli_TRM,RRM1
STMN1.4,0,3.1149203,0.978,0.569,0,Proli_TRM,STMN1
CEP55,0,6.330415961,0.408,0.006,0,Proli_TRM,CEP55
UBE2T,0,4.203891016,0.435,0.035,0,Proli_TRM,UBE2T
FEN1,0,3.667844943,0.449,0.051,0,Proli_TRM,FEN1
MND1,0,6.895242305,0.396,0.004,0,Proli_TRM,MND1
ATAD2,0,4.1957611,0.419,0.028,0,Proli_TRM,ATAD2
LMNB1,0,3.408524854,0.429,0.039,0,Proli_TRM,LMNB1
CENPA,0,6.917879577,0.392,0.006,0,Proli_TRM,CENPA
PRIM1,0,3.214699052,0.428,0.046,0,Proli_TRM,PRIM1
RPL39L.2,0,2.891033444,0.441,0.062,0,Proli_TRM,RPL39L
CDKN2C,0,3.459523823,0.442,0.065,0,Proli_TRM,CDKN2C
HELLS,0,4.581984733,0.398,0.021,0,Proli_TRM,HELLS
EZH2.1,0,3.26568,0.426,0.051,0,Proli_TRM,EZH2
CCNA2,0,7.220025186,0.378,0.004,0,Proli_TRM,CCNA2
CENPE,0,4.489724606,0.392,0.027,0,Proli_TRM,CENPE
BARD1,0,2.833764069,0.426,0.063,0,Proli_TRM,BARD1
SHCBP1,0,5.246776571,0.374,0.011,0,Proli_TRM,SHCBP1
NUF2,0,6.490026526,0.362,0.004,0,Proli_TRM,NUF2
ANLN,0,7.883554847,0.355,0.002,0,Proli_TRM,ANLN
TROAP,0,6.486769529,0.358,0.005,0,Proli_TRM,TROAP
CDC20,0,7.008496033,0.354,0.005,0,Proli_TRM,CDC20
CDCA5,0,6.837226977,0.352,0.003,0,Proli_TRM,CDCA5
PKMYT1,0,7.106723611,0.352,0.003,0,Proli_TRM,PKMYT1
POC1A,0,4.221613916,0.369,0.023,0,Proli_TRM,POC1A
ASPM,0,7.471075441,0.346,0.002,0,Proli_TRM,ASPM
FOXM1,0,6.363825769,0.342,0.004,0,Proli_TRM,FOXM1
MCM4,0,3.23158367,0.384,0.048,0,Proli_TRM,MCM4
SGOL2,0,3.772907747,0.366,0.032,0,Proli_TRM,SGOL2
E2F1,0,5.225728123,0.338,0.009,0,Proli_TRM,E2F1
ORC6,0,4.420353646,0.345,0.016,0,Proli_TRM,ORC6
KIF11,0,6.732565851,0.33,0.003,0,Proli_TRM,KIF11
GINS2,0,4.716935998,0.34,0.015,0,Proli_TRM,GINS2
CDCA3,0,6.771606129,0.325,0.004,0,Proli_TRM,CDCA3
MYBL2,0,6.250863557,0.324,0.003,0,Proli_TRM,MYBL2
PXMP2,0,3.117572203,0.36,0.042,0,Proli_TRM,PXMP2
APITD1,0,3.339635052,0.351,0.04,0,Proli_TRM,APITD1
BRCA1,0,3.586280085,0.338,0.028,0,Proli_TRM,BRCA1
PLK1,0,7.020488895,0.314,0.004,0,Proli_TRM,PLK1
RACGAP1,0,3.587366445,0.346,0.037,0,Proli_TRM,RACGAP1
CKAP2L,0,7.009896537,0.309,0.003,0,Proli_TRM,CKAP2L
NCAPG,0,7.566101309,0.306,0.002,0,Proli_TRM,NCAPG
MELK,0,5.626335304,0.309,0.006,0,Proli_TRM,MELK
CCNB1,0,4.997531274,0.326,0.024,0,Proli_TRM,CCNB1
SPC25,0,7.688717208,0.301,0.001,0,Proli_TRM,SPC25
MXD3,0,5.516099897,0.306,0.01,0,Proli_TRM,MXD3
CHEK1,0,3.485152963,0.316,0.026,0,Proli_TRM,CHEK1
NDC80,0,5.847435706,0.294,0.006,0,Proli_TRM,NDC80
PRR11,0,3.52412051,0.315,0.027,0,Proli_TRM,PRR11
KIFC1,0,5.824989193,0.288,0.005,0,Proli_TRM,KIFC1
AURKA,0,3.73733833,0.311,0.033,0,Proli_TRM,AURKA
DLGAP5,0,7.218967138,0.278,0.001,0,Proli_TRM,DLGAP5
FAM111B,0,6.43840703,0.28,0.003,0,Proli_TRM,FAM111B
FANCI,0,4.437200455,0.292,0.015,0,Proli_TRM,FANCI
DEPDC1,0,8.566740775,0.276,0.001,0,Proli_TRM,DEPDC1
NCAPH,0,5.830708912,0.278,0.004,0,Proli_TRM,NCAPH
CASC5,0,5.825864035,0.274,0.005,0,Proli_TRM,CASC5
UHRF1,0,5.698041258,0.269,0.004,0,Proli_TRM,UHRF1
NCAPG2,0,4.029762926,0.279,0.016,0,Proli_TRM,NCAPG2
MCM2,0,3.715469963,0.28,0.018,0,Proli_TRM,MCM2
RFC3,0,3.562729561,0.284,0.024,0,Proli_TRM,RFC3
ESCO2,0,5.670101957,0.264,0.005,0,Proli_TRM,ESCO2
SPC24,0,6.954098512,0.258,0.002,0,Proli_TRM,SPC24
KIF2C,0,6.478699666,0.255,0.004,0,Proli_TRM,KIF2C
DTL,0,6.478127526,0.249,0.002,0,Proli_TRM,DTL
CDCA8,0,5.575965535,0.251,0.006,0,Proli_TRM,CDCA8
PSMC3IP,0,4.252851778,0.258,0.013,0,Proli_TRM,PSMC3IP
WDR76,0,4.045439592,0.258,0.013,0,Proli_TRM,WDR76
KIF23,0,4.763826287,0.255,0.012,0,Proli_TRM,KIF23
RAD51,0,5.39620349,0.249,0.006,0,Proli_TRM,RAD51
OIP5,0,5.300080335,0.245,0.006,0,Proli_TRM,OIP5
SKA3,0,6.143699543,0.242,0.003,0,Proli_TRM,SKA3
ARHGAP11A,0,4.145740945,0.251,0.015,0,Proli_TRM,ARHGAP11A
WEE1,0,3.760001216,0.25,0.016,0,Proli_TRM,WEE1
KIF14,0,6.758910704,0.235,0.003,0,Proli_TRM,KIF14
FAM64A,0,7.997599861,0.231,0.001,0,Proli_TRM,FAM64A
CIT,0,5.474616126,0.235,0.005,0,Proli_TRM,CIT
GPSM2,0,4.412273539,0.239,0.013,0,Proli_TRM,GPSM2
MNS1,0,3.334581464,0.242,0.018,0,Proli_TRM,MNS1
DIAPH3,0,6.448421611,0.225,0.002,0,Proli_TRM,DIAPH3
SKA1,0,6.799426957,0.222,0.001,0,Proli_TRM,SKA1
SPAG5,0,3.864572588,0.232,0.011,0,Proli_TRM,SPAG5
KIF4A,0,8.014779608,0.219,0.001,0,Proli_TRM,KIF4A
HJURP,0,8.042492213,0.218,0.001,0,Proli_TRM,HJURP
TRIP13,0,5.197398982,0.216,0.005,0,Proli_TRM,TRIP13
CDC45,0,6.931812365,0.202,0.001,0,Proli_TRM,CDC45
PHGDH,0,4.455457274,0.209,0.008,0,Proli_TRM,PHGDH
KIF15,0,7.301016109,0.199,0.001,0,Proli_TRM,KIF15
SLFN13,0,4.816774829,0.201,0.007,0,Proli_TRM,SLFN13
PBK,0,8.699490284,0.188,0,0,Proli_TRM,PBK
NEK2,0,7.189954855,0.188,0.001,0,Proli_TRM,NEK2
BUB1B,0,7.422425783,0.185,0.001,0,Proli_TRM,BUB1B
BUB1,0,5.379614258,0.185,0.005,0,Proli_TRM,BUB1
IQGAP3,0,4.649794397,0.178,0.006,0,Proli_TRM,IQGAP3
CDCA2,0,6.220199108,0.169,0.002,0,Proli_TRM,CDCA2
TUBB.4,0,2.391511975,0.989,0.825,0,Proli_TRM,TUBB
DEPDC1B,0,6.81516935,0.165,0.001,0,Proli_TRM,DEPDC1B
TTK,0,6.046123811,0.166,0.003,0,Proli_TRM,TTK
CHAF1B,0,4.598995419,0.162,0.005,0,Proli_TRM,CHAF1B
E2F2,0,6.340944815,0.154,0.002,0,Proli_TRM,E2F2
ZNF367,0,5.008948936,0.154,0.003,0,Proli_TRM,ZNF367
GINS1,0,4.479978199,0.154,0.005,0,Proli_TRM,GINS1
H2AFZ.3,0,2.669283794,0.995,0.849,0,Proli_TRM,H2AFZ
CCNE2,0,5.452337898,0.142,0.003,0,Proli_TRM,CCNE2
CDC6,0,5.514456545,0.142,0.003,0,Proli_TRM,CDC6
KIF20A,0,8.044746899,0.136,0.001,0,Proli_TRM,KIF20A
CCNF,0,4.820675379,0.138,0.004,0,Proli_TRM,CCNF
MCM10,0,6.855061178,0.135,0.001,0,Proli_TRM,MCM10
E2F8,0,8.075056225,0.128,0,0,Proli_TRM,E2F8
SAPCD2,0,4.920381275,0.128,0.003,0,Proli_TRM,SAPCD2
BRIP1,0,6.001926777,0.121,0.002,0,Proli_TRM,BRIP1
POLQ,0,5.812764842,0.121,0.002,0,Proli_TRM,POLQ
CDC25C,0,6.19870488,0.117,0.001,0,Proli_TRM,CDC25C
EXO1,0,5.695243583,0.106,0.001,0,Proli_TRM,EXO1
HMGN2.4,0,2.055544171,0.995,0.891,0,Proli_TRM,HMGN2
KIF18B,0,7.485119529,0.1,0,0,Proli_TRM,KIF18B
HMGB1.3,0,1.922168003,0.995,0.897,0,Proli_TRM,HMGB1
RECQL4,5.68E-307,4.295231111,0.146,0.005,1.47E-302,Proli_TRM,RECQL4
DEK.2,6.04E-303,1.871230292,0.963,0.722,1.57E-298,Proli_TRM,DEK
PARPBP,7.52E-298,3.624978345,0.235,0.019,1.95E-293,Proli_TRM,PARPBP
NCAPD2,1.51E-294,3.179998724,0.322,0.038,3.91E-290,Proli_TRM,NCAPD2
GMNN,8.89E-290,2.906448014,0.439,0.074,2.31E-285,Proli_TRM,GMNN
NRM,1.41E-288,2.807699678,0.335,0.041,3.67E-284,Proli_TRM,NRM
C21orf58,1.90E-284,3.91963997,0.185,0.011,4.93E-280,Proli_TRM,C21orf58
ESPL1,2.09E-282,4.646610015,0.102,0.002,5.42E-278,Proli_TRM,ESPL1
ATAD5,2.21E-278,3.170483737,0.304,0.035,5.72E-274,Proli_TRM,ATAD5
ARHGEF39,4.34E-275,4.941316375,0.104,0.002,1.13E-270,Proli_TRM,ARHGEF39
TUBA1B.4,1.50E-274,1.781082764,0.998,0.934,3.88E-270,Proli_TRM,TUBA1B
ITGB3BP.2,1.98E-272,2.466527095,0.505,0.101,5.14E-268,Proli_TRM,ITGB3BP
POLE2,1.28E-262,4.809047278,0.108,0.003,3.33E-258,Proli_TRM,POLE2
TMEM97,1.31E-262,2.768255432,0.38,0.059,3.40E-258,Proli_TRM,TMEM97
PTMA.4,2.42E-260,1.053830742,1,0.995,6.27E-256,Proli_TRM,PTMA
BRCA2,3.77E-255,2.616489845,0.411,0.071,9.78E-251,Proli_TRM,BRCA2
PLK4,3.90E-255,4.425355196,0.139,0.007,1.01E-250,Proli_TRM,PLK4
CKAP2.2,6.44E-249,2.947398009,0.438,0.085,1.67E-244,Proli_TRM,CKAP2
C19orf48.3,6.74E-249,2.487440741,0.46,0.09,1.75E-244,Proli_TRM,C19orf48
PCNA.3,9.11E-247,2.945857165,0.693,0.253,2.36E-242,Proli_TRM,PCNA
H2AFV.4,1.73E-245,2.03854278,0.924,0.618,4.48E-241,Proli_TRM,H2AFV
DSCC1,2.16E-242,4.072244945,0.13,0.006,5.59E-238,Proli_TRM,DSCC1
MCM6,2.81E-239,2.893600378,0.34,0.052,7.28E-235,Proli_TRM,MCM6
MCM3,3.15E-239,2.795364448,0.41,0.077,8.18E-235,Proli_TRM,MCM3
RFC4,1.90E-237,2.780839794,0.305,0.042,4.92E-233,Proli_TRM,RFC4
KIF22.3,1.39E-236,2.410976719,0.507,0.116,3.60E-232,Proli_TRM,KIF22
RMI2,4.35E-236,3.567786277,0.162,0.011,1.13E-231,Proli_TRM,RMI2
LIG1,2.73E-233,2.857061202,0.321,0.047,7.09E-229,Proli_TRM,LIG1
NUCKS1.2,6.41E-233,1.753431529,0.944,0.672,1.66E-228,Proli_TRM,NUCKS1
PSIP1.4,9.63E-233,2.382208427,0.571,0.152,2.50E-228,Proli_TRM,PSIP1
CHAF1A,1.68E-232,2.828772295,0.286,0.037,4.37E-228,Proli_TRM,CHAF1A
SPDL1,3.01E-232,3.165253735,0.241,0.026,7.81E-228,Proli_TRM,SPDL1
TACC3.2,1.53E-231,2.537091199,0.472,0.104,3.98E-227,Proli_TRM,TACC3
CKS2.4,5.90E-230,2.372918848,0.735,0.27,1.53E-225,Proli_TRM,CKS2
RNASEH2A.2,1.47E-228,2.481187388,0.51,0.124,3.81E-224,Proli_TRM,RNASEH2A
CTNNAL1,8.14E-220,2.911214682,0.241,0.028,2.11E-215,Proli_TRM,CTNNAL1
ANP32B.4,1.01E-219,1.422812805,0.968,0.771,2.61E-215,Proli_TRM,ANP32B
ORC1,2.43E-219,4.398902637,0.106,0.004,6.31E-215,Proli_TRM,ORC1
FAM111A.3,4.31E-218,2.279569127,0.645,0.211,1.12E-213,Proli_TRM,FAM111A
USP1.2,1.45E-216,2.28262527,0.605,0.184,3.76E-212,Proli_TRM,USP1
C16orf59,2.36E-216,4.297131981,0.1,0.004,6.13E-212,Proli_TRM,C16orf59
STIL,2.66E-215,4.080658216,0.124,0.006,6.90E-211,Proli_TRM,STIL
IDH2.4,3.51E-215,2.316746845,0.772,0.338,9.10E-211,Proli_TRM,IDH2
RP11-620J15.3,7.37E-215,3.213899561,0.335,0.056,1.91E-210,Proli_TRM,RP11-620J15.3
TIMELESS,1.70E-211,3.131494212,0.199,0.019,4.40E-207,Proli_TRM,TIMELESS
ARHGAP11B,3.41E-210,3.157065808,0.204,0.021,8.85E-206,Proli_TRM,ARHGAP11B
MTFR2,5.69E-210,2.966715031,0.276,0.039,1.48E-205,Proli_TRM,MTFR2
RPA3.3,9.33E-208,1.888325723,0.839,0.44,2.42E-203,Proli_TRM,RPA3
ANP32E.4,4.82E-206,2.215437637,0.647,0.223,1.25E-201,Proli_TRM,ANP32E
KDELC2,8.35E-205,2.634449888,0.259,0.034,2.17E-200,Proli_TRM,KDELC2
FANCD2,8.45E-205,2.97462937,0.212,0.023,2.19E-200,Proli_TRM,FANCD2
C17orf53,2.03E-204,4.161256749,0.102,0.004,5.26E-200,Proli_TRM,C17orf53
OXCT1,2.85E-204,3.521821954,0.156,0.012,7.40E-200,Proli_TRM,OXCT1
CBR3,1.17E-202,2.855370393,0.292,0.045,3.03E-198,Proli_TRM,CBR3
KPNA2.2,4.31E-201,2.678312624,0.594,0.193,1.12E-196,Proli_TRM,KPNA2
NCAPD3,8.57E-201,2.653583952,0.305,0.049,2.22E-196,Proli_TRM,NCAPD3
TEX30.2,6.50E-199,2.163216658,0.459,0.108,1.69E-194,Proli_TRM,TEX30
C9orf40,2.19E-197,3.284746948,0.195,0.02,5.68E-193,Proli_TRM,C9orf40
SAC3D1.3,5.07E-197,2.624849942,0.555,0.169,1.31E-192,Proli_TRM,SAC3D1
WDR62,3.24E-196,4.130226827,0.119,0.007,8.40E-192,Proli_TRM,WDR62
TMPO-AS1,2.20E-194,3.430997397,0.13,0.008,5.72E-190,Proli_TRM,TMPO-AS1
MCM8,1.09E-193,3.269225314,0.168,0.015,2.82E-189,Proli_TRM,MCM8
KIAA1524,6.41E-191,2.839218133,0.272,0.041,1.66E-186,Proli_TRM,KIAA1524
NASP.3,9.48E-191,2.107964963,0.676,0.254,2.46E-186,Proli_TRM,NASP
ZWILCH,1.07E-189,2.562664903,0.28,0.043,2.78E-185,Proli_TRM,ZWILCH
WHSC1,1.10E-189,2.331805413,0.359,0.069,2.86E-185,Proli_TRM,WHSC1
DUT.3,1.23E-189,1.969532753,0.865,0.565,3.19E-185,Proli_TRM,DUT
ECT2,4.04E-184,2.671405752,0.226,0.029,1.05E-179,Proli_TRM,ECT2
VRK1.1,3.54E-181,2.410872908,0.372,0.078,9.19E-177,Proli_TRM,VRK1
MZT2B.3,1.74E-180,1.504962347,0.91,0.609,4.50E-176,Proli_TRM,MZT2B
CRNDE,2.63E-180,3.135347783,0.265,0.042,6.82E-176,Proli_TRM,CRNDE
RANBP1.2,2.27E-179,1.591168459,0.894,0.588,5.88E-175,Proli_TRM,RANBP1
NUDT1.1,1.20E-178,1.729794453,0.751,0.337,3.12E-174,Proli_TRM,NUDT1
MZT2A.4,6.36E-178,1.732351456,0.792,0.375,1.65E-173,Proli_TRM,MZT2A
HIRIP3.3,4.06E-177,2.3002479,0.41,0.096,1.05E-172,Proli_TRM,HIRIP3
RAN.1,1.55E-176,1.203034426,0.955,0.798,4.03E-172,Proli_TRM,RAN
STRA13.3,4.78E-176,1.768503211,0.835,0.504,1.24E-171,Proli_TRM,STRA13
TUBG1.3,1.50E-175,2.275230462,0.48,0.134,3.89E-171,Proli_TRM,TUBG1
BCL2L12.3,2.79E-173,2.073099497,0.45,0.116,7.25E-169,Proli_TRM,BCL2L12
FANCB,2.93E-173,3.173952904,0.146,0.012,7.60E-169,Proli_TRM,FANCB
SIVA1.3,1.02E-171,1.531978579,0.89,0.607,2.63E-167,Proli_TRM,SIVA1
HIST1H1D,1.90E-171,3.19315587,0.124,0.009,4.94E-167,Proli_TRM,HIST1H1D
DNMT1.3,2.09E-171,1.900156566,0.69,0.282,5.42E-167,Proli_TRM,DNMT1
CBX5.3,4.48E-171,1.96449086,0.422,0.102,1.16E-166,Proli_TRM,CBX5
NETO2,7.79E-170,2.476074217,0.244,0.036,2.02E-165,Proli_TRM,NETO2
